AVERAGE_YEAR,COUNTY,ELECTORAL_DIVISION,NUMBER_OF_HERDS,AVERAGE_NUMBER_CATTLE,AVERAGE_CATTLE_BEEF,AVERAGE_CATTLE_DAIRY,AVERAGE_CATTLE_AGE_0_3MTH,AVERAGE_CATTLE_AGE_3_6MTH,AVERAGE_CATTLE_AGE_6_12MTH,AVERAGE_CATTLE_AGE_12_18MTH,AVERAGE_CATTLE_AGE_18_24MTH,AVERAGE_CATTLE_AGE_24_36MTH,AVERAGE_CATTLE_AGE_36MTH_PLUS,,,,,,
2020,LIMERICK,BALLYMACSHANEBOY,45,4702.25,1723.75,2978.5,321.75,252.25,525,571,493,543,1996.25,,,,,,
2020,LIMERICK,BALLYNABANOGE,26,3934.75,1306,2628.75,313,288,562.25,476,434.5,581,1280,,,,,,
2020,LIMERICK,BALLYNACARRIGA,33,1914.25,1137,777.25,134.25,145.25,330,305,259.5,293.75,446.5,,,,,,
2020,LIMERICK,BALLYNOE,31,4425.5,1342.5,3083,363.75,337.5,647.75,554,520.5,567.5,1434.5,,,,,,
2020,LIMERICK,BALLYNOE WEST,25,1480.75,945.75,535,109.5,124.25,210.75,260.25,228.25,187.75,360,,,,,,
2020,LIMERICK,BALLYSIMON,49,2898.5,1730.25,1168.25,224.5,220.25,437,416,359.75,363,878,,,,,,
2020,LIMERICK,BALLYVARRA,63,4448,2235.5,2212.5,309.75,327.25,666.75,660,485.75,508.25,1490.25,,,,,,
2020,LIMERICK,BILBOA,61,2809,2255.5,553.5,238.5,234.25,357,315.75,295.25,330.5,1037.75,,,,,,
2020,LIMERICK,BOOLA,20,2195,734.75,1460.25,185.5,160,329.5,249.5,177.25,251.5,841.75,,,,,,
2020,LIMERICK,BROADFORD,69,7080.5,2128,4952.5,652.25,540,962,760.25,628.5,792.75,2744.75,,,,,,
2020,LIMERICK,BRUFF,54,3780,2455.75,1324.25,320,293.5,549,534,417.5,471.25,1194.75,,,,,,
2020,LIMERICK,BRUREE,48,4748.75,1428.5,3320.25,327.5,235.25,558.75,535,528.25,646.75,1917.25,,,,,,
2020,LIMERICK,BULGADEN,18,1139.75,496,643.75,97,70.25,142,134.25,126,118.75,451.5,,,,,,
2020,LIMERICK,CAHER,35,1504.75,940.25,564.5,136.75,138.5,243.5,169.75,130.5,190.25,495.5,,,,,,
2020,LIMERICK,CAHERCONLISH EAST,41,3776,1615.75,2160.25,342.5,336.5,618.5,511.25,465.25,419,1083,,,,,,
2020,LIMERICK,CAHERCONLISH WEST,38,5288,2102.5,3185.5,430.5,442.25,860.25,673,538.75,686,1657.25,,,,,,
2020,LIMERICK,CAHERCORNEY,38,2798,1743.25,1054.75,157.75,130.25,324,568.75,582.5,422.75,612,,,,,,
2020,LIMERICK,CAHERELLY,31,2384.25,1082.75,1301.5,221.5,244.75,450.5,439.5,395.25,211,421.75,,,,,,
2020,LIMERICK,CAPPAMORE,52,3408.75,1761.25,1647.5,272.75,278.25,620.5,484.5,301.25,418,1033.5,,,,,,
2020,LIMERICK,CARRIG,26,2806.5,899,1907.5,224.25,205,367.25,318.25,242.5,330.5,1118.75,,,,,,
2020,LIMERICK,CASTLECONNELL,44,2248.75,1359.75,889,164.25,182.5,364,304.75,327.25,257.25,648.75,,,,,,
2020,LIMERICK,CASTLETOWN,74,6390.25,3178,3212.25,442,405.75,846.25,858.75,781.5,932,2124,,,,,,
2020,LIMERICK,CLARINA,50,4359.25,2089.75,2269.5,334.75,334,736,603,484.75,492.25,1374.5,,,,,,
2020,LIMERICK,CLEANGLASS,31,1951.25,1107.25,844,172.25,195,359.5,262.5,226.5,193,542.5,,,,,,
2020,LIMERICK,CLONCAGH,21,2960,600.5,2359.5,236.25,197.75,389.25,377.25,286.5,373,1100,,,,,,
2020,LIMERICK,CLONKEEN,39,2152,1643.5,508.5,188.25,205.75,340.5,284.75,264.25,268.25,600.25,,,,,,
2020,LIMERICK,COLMANSWELL,40,3157.75,1278.75,1879,211,209,464,429.75,398,358.5,1087.5,,,,,,
2020,LIMERICK,COOLRUS,36,6343.25,1474,4869.25,532,481.75,949.75,783.75,607,786.75,2202.25,,,,,,
2020,LIMERICK,CRAGGS,18,1406,674.75,731.25,100.75,98.5,176.25,132.5,133.25,219,545.75,,,,,,
2020,LIMERICK,CREAN,22,1660.5,976.75,683.75,139,144.75,254.75,231.5,200.25,223.5,466.75,,,,,,
2020,LIMERICK,CRECORA,14,1163.75,716.75,447,81.75,77.5,165.5,217.5,174.75,111,335.75,,,,,,
2020,LIMERICK,CROAGH,45,4547,2149.5,2397.5,346.5,316.75,649.5,693.25,741,565.5,1234.5,,,,,,
2020,LIMERICK,CROOM,25,2466.5,793.75,1672.75,159,135.5,255.5,362.5,351.5,366.25,836.25,,,,,,
2020,LIMERICK,CULLANE,53,4495,2049.75,2445.25,395.75,397,732.75,619.25,516.5,448,1385.75,,,,,,
2020,LIMERICK,DANGAN BEG,40,3538.5,1539.5,1999,273.75,285.25,568.25,471.75,416.75,392.5,1130.25,,,,,,
2020,LIMERICK,DARRAGH,32,2723.75,1166.5,1557.25,202,193.25,388.75,399.25,323.5,288.75,928.25,,,,,,
2020,LIMERICK,DOON SOUTH,75,3714.5,2053.75,1660.75,302.75,285.75,544,446,367.5,398.75,1369.75,,,,,,
2020,LIMERICK,DOON WEST,39,2651.25,1691,960.25,263,225,382,276.75,245.25,340.75,918.5,,,,,,
2020,LIMERICK,DROMARD,47,6157,3132.25,3024.75,432,417.5,981.5,1078.25,789.5,679,1779.25,,,,,,
2020,LIMERICK,DROMCOLLIHER,53,5884.5,1378.75,4505.75,533,413.75,688,557.75,472.75,715.75,2503.5,,,,,,
2020,LIMERICK,DROMIN,49,5610.75,2158.75,3452,385.25,401.5,775.75,764.5,642.75,725.25,1915.75,,,,,,
2020,LIMERICK,DROMTRASNA,76,3624.75,2295,1329.75,376.5,303.5,474.75,409.5,333,346.75,1380.75,,,,,,
2020,LIMERICK,DUNMOYLAN EAST,44,3581.25,1252.5,2328.75,285.5,237.25,450.75,423.5,363.25,406.5,1414.5,,,,,,
2020,LIMERICK,DUNMOYLAN WEST,9,481,445,36,42.25,40,79.25,56.75,50,68,144.75,,,,,,
2020,LIMERICK,DUNNAMAN,38,4658.25,2039.5,2618.75,378,343.5,634.75,581.5,552,648,1520.5,,,,,,
2020,LIMERICK,DUNTRYLEAGUE,35,4106.75,1493.5,2613.25,341.75,379.5,687.5,521,407.25,366.75,1403,,,,,,
2020,LIMERICK,EMLYGRENNAN,54,3691,1896,1795,286,269.5,519.5,512.75,472,465,1166.25,,,,,,
2020,LIMERICK,FEDAMORE,50,3257,1714.5,1542.5,273.25,315,640,459.25,351.25,384.25,834,,,,,,
2020,LIMERICK,FEENAGH,38,5710.5,1745.25,3965.25,395,374,762.25,682.5,659.5,858,1979.25,,,,,,
2020,LIMERICK,FLEANMORE,24,1788.25,595.5,1192.75,168,114,223,181,145.75,245,711.5,,,,,,
2020,LIMERICK,GALBALLY,40,3683.25,1630.75,2052.5,364.25,356,608.25,399,336.5,505.75,1113.5,,,,,,
2020,LIMERICK,GARRANE,21,1762.5,697,1065.5,144.5,146,254.5,195.25,177.5,208.5,636.25,,,,,,
2020,LIMERICK,GARRYDUFF,29,1486.25,742,744.25,126,135.25,225.75,171.25,135.5,135.5,557,,,,,,
2020,LIMERICK,GLENAGOWER,38,1202.25,644.5,557.75,94.75,77.5,140.25,164,160.25,192,373.5,,,,,,
2020,LIMERICK,GLENBROHANE,42,3153.25,1712.75,1440.5,243,248.5,523.25,482.5,468.25,407,780.75,,,,,,
2020,LIMERICK,GLENGORT,72,4434,2027.25,2406.75,400.5,412.5,717.25,567.25,401.25,473.5,1461.75,,,,,,
2020,LIMERICK,GLENSHARROLD,36,976,725.75,250.25,74,75.25,146.5,134.75,107.25,102.5,335.75,,,,,,
2020,LIMERICK,GLENSTAL,40,2793.75,1366.75,1427,181,208.5,362.5,236.5,328.5,413.25,1063.5,,,,,,
2020,LIMERICK,GLIN,66,3070.75,1391.5,1679.25,235.5,204,477.25,488.5,394.75,347.75,923,,,,,,
2020,LIMERICK,GRANGE,36,2610,1541.5,1068.5,217.5,194.75,393.5,329.25,322.75,358.75,793.5,,,,,,
2020,LIMERICK,GREAN,79,5449.75,2729.5,2720.25,427.25,436.75,842.5,802.75,636,638.25,1666.25,,,,,,
2020,LIMERICK,GRISTON,40,2298.5,1348.5,950,165,179.25,368,434,381,301.75,469.5,,,,,,
2020,LIMERICK,HOSPITAL,45,3405.75,1886,1519.75,256.75,230.25,483.75,440.5,402,463,1129.5,,,,,,
2020,LIMERICK,IVERUSS,32,2296,1777.5,518.5,168,160.25,337.5,385.25,329.75,391.25,524,,,,,,
2020,LIMERICK,KILBEHENY,28,2009,777.25,1231.75,174.75,155,282.5,267,191,227.5,711.25,,,,,,
2020,LIMERICK,KILCORNAN,57,2299.5,1613.75,685.75,123.75,183,407,368,297.75,323.75,596.25,,,,,,
2020,LIMERICK,KILDIMO,29,2009,1082.5,926.5,174.5,169.75,323.5,269.5,205.75,252.25,613.75,,,,,,
2020,LIMERICK,KILFERGUS,66,1797,1350,447,178,149.25,244,253.25,209,208.25,555.25,,,,,,
2020,LIMERICK,KILFINNANE,37,2715.5,1384.5,1331,204,213.75,432,372.25,348.5,303.75,841.25,,,,,,
2020,LIMERICK,KILFINNY,28,2779.5,1031.5,1748,202.75,161.5,323.25,297,247.25,363.25,1184.5,,,,,,
2020,LIMERICK,KILFLYNN,35,2824.25,1343.25,1481,237.75,203,372,267.75,273,361.5,1109.25,,,,,,
2020,LIMERICK,KILGLASS,32,2348.75,1088,1260.75,216.25,208.75,390.75,310,215.25,164.5,843.25,,,,,,
2020,LIMERICK,KILMALLOCK,47,4418.5,2302.75,2115.75,304,337.5,674,629.25,578.5,490.75,1404.5,,,,,,
2020,LIMERICK,KILMEEDY,30,2460.25,955.75,1504.5,201,192.5,350,361.75,307,289.75,758.25,,,,,,
2020,LIMERICK,KILMOYLAN,66,1792,1406,386,165.75,157.75,240.5,191,164.75,180,692.25,,,,,,
2020,LIMERICK,KILMURRY,54,4694.25,2694,2000.25,309,258,541.25,675,677,718.25,1515.75,,,,,,
2020,LIMERICK,KILPEACON,27,2129.75,1194,935.75,168.5,165.25,312,330,284.25,349.5,520.25,,,,,,
2020,LIMERICK,KILSCANNELL,38,4595.25,1687.25,2908,400,427.75,757.75,663.75,587.75,536.5,1221.75,,,,,,
2020,LIMERICK,KILTEELY,39,3969.5,1970.75,1998.75,322.75,317.75,625,518.75,387.5,446,1351.75,,,,,,
2020,LIMERICK,KNOCKADERRY,42,2861,1482.25,1378.75,266.5,260.25,460.25,328.25,286.25,369.5,890,,,,,,
2020,LIMERICK,KNOCKAINY,46,4763.5,1695.5,3068,408.5,359.5,670.5,526.5,372.75,601.5,1824.25,,,,,,
2020,LIMERICK,KNOCKLONG,43,2555.75,1033.5,1522.25,205.25,192.25,373,338.25,354.5,369,723.5,,,,,,
2020,LIMERICK,KNOCKNASCROW,23,1297,697,600,132,144.25,222,170,132.25,123.75,372.75,,,,,,
2020,LIMERICK,LIMERICK SOUTH,10,402.5,204.75,197.75,22.5,19,52,47.5,44.5,47.75,169.25,,,,,,
2020,LIMERICK,LISMAKEERY,36,4542.25,2493.5,2048.75,356.25,320,626.5,545.5,545.75,645.75,1502.5,,,,,,
2020,LIMERICK,LOGHILL,28,2767,1613.5,1153.5,226.25,256.25,517.5,455.25,311.75,229.75,770.25,,,,,,
2020,LIMERICK,MAHOONAGH,41,2511,1406.5,1104.5,176.75,173.75,360.5,361.25,344.25,380.75,713.75,,,,,,
2020,LIMERICK,MOHERNAGH,14,350.25,266.5,83.75,27.5,31.5,55.25,54,34.75,27.5,119.75,,,,,,
2020,LIMERICK,MONAGAY,102,6419,3128,3291,576,562.5,1057.5,891,642.25,642.5,2047.25,,,,,,
2020,LIMERICK,MOUNTCOLLINS,47,2214.5,1084.25,1130.25,180.5,177.5,321.75,280,248.5,247,759.25,,,,,,
2020,LIMERICK,MOUNTPLUMMER,44,2924.75,1390.25,1534.5,258.25,258.5,456.75,301.25,240.5,311.75,1097.75,,,,,,
2020,LIMERICK,NANTINAN,46,3324.5,1741,1583.5,243.5,226.5,420.5,405.25,357,392.5,1279.25,,,,,,
2020,LIMERICK,NEWCASTLE,59,3582.25,1729.75,1852.5,294.75,296.5,529.75,385.25,331,494.5,1250.5,,,,,,
2020,LIMERICK,OOLA,79,6544.25,3424.5,3119.75,558,578,1082.75,983.75,806.5,765.25,1770,,,,,,
2020,LIMERICK,PALLASKENRY,26,1822.75,897.5,925.25,123.25,117.25,236,188.25,175.5,378,604.5,,,,,,
2020,LIMERICK,PARTICLES,19,1281.5,671.5,610,115.75,106.5,193.75,133,99,132.5,501,,,,,,
2020,LIMERICK,PATRICK'S WELL,21,2131.5,1229,902.5,165.25,140.5,269.75,279.25,275.25,278,723.5,,,,,,
2020,LIMERICK,PORT,50,1860.75,920.5,940.25,142,130.75,221,201.25,184.5,220.75,760.5,,,,,,
2020,LIMERICK,RATHKEALE,24,2521,1019,1502,184.75,172.5,357.25,365.25,316,312.25,813,,,,,,
2020,LIMERICK,RATHKEALE URBAN,10,710.5,153.25,557.25,53,47.75,90.5,130.75,115,78.5,195,,,,,,
2020,LIMERICK,RATHMORE,26,2960,1519,1441,208,180.75,388,467.75,452.75,502.5,760.25,,,,,,
2020,LIMERICK,RATHRONAN,66,2024.25,1424.25,600,180,181.75,258.5,220.25,198.25,258.5,727,,,,,,
2020,LIMERICK,RIDDLESTOWN,33,4640.75,2440.25,2200.5,305.75,374.25,1002.5,942,580.75,464,971.5,,,,,,
2020,LIMERICK,RIVERSDALE,32,2546,763.25,1782.75,222.5,216.5,404.75,289,181.5,295.25,936.5,,,,,,
2020,LIMERICK,ROCKHILL,36,4689,1077.25,3611.75,381.75,317,567.25,470,497,663,1793,,,,,,
2020,LIMERICK,ROOSKAGH,26,1190.75,594.5,596.25,88.75,90.75,176,187,151,137.75,359.5,,,,,,
2020,LIMERICK,ROXBOROUGH,54,3511.25,1760.25,1751,270,261.75,432,451,481.75,650.75,964,,,,,,
2020,LIMERICK,SHANAGOLDEN,22,2733.5,1072.5,1661,214,194.25,372.5,318.5,281.5,369.75,983,,,,,,
2020,LIMERICK,SHANID,35,2139.25,1446.5,692.75,194.5,209.5,356,306,241,195.5,636.75,,,,,,
2020,LIMERICK,TEMPLEBREDON,33,3057.5,1183.25,1874.25,259.25,263.5,547.25,465.75,344,329,848.75,,,,,,
2020,LIMERICK,TEMPLEGLENTAN,82,4455,2769.5,1685.5,349.75,442.75,819.75,686,412,437,1307.75,,,,,,
2020,LIMERICK,TOBERNEA,41,3413,1581,1832,269.25,238.25,455.5,413,448.75,448.75,1139.5,,,,,,
2020,LIMERICK,UREGARE,59,5778.25,2501.25,3277,434.25,467.5,905.5,855.25,739.75,816.25,1559.75,,,,,,
2020,LONGFORD,ABBEYLARA,39,2050.5,1529.5,521,148.25,207.5,387,346.5,234.5,172,554.75,,,,,,
2020,LONGFORD,AGHABOY,68,1982.25,1930.75,51.5,115,128.5,347.25,391.5,290.75,229,480.25,,,,,,
2020,LONGFORD,AGHARRA,35,1737,1116,621,107.5,105.5,254.75,337.25,266.25,236.25,429.5,,,,,,
2020,LONGFORD,ARDAGH EAST,65,3670.25,3217.75,452.5,211.75,247.25,609,644.75,549.25,513.75,894.5,,,,,,
2020,LONGFORD,ARDAGH WEST,37,1713,1322.25,390.75,99.25,98.25,264,268.5,250.75,252.5,479.75,,,,,,
2020,LONGFORD,BALLINALEE,42,1996.25,1500.75,495.5,148.25,132.25,281.5,292.5,265.25,257,619.5,,,,,,
2020,LONGFORD,BALLINAMUCK EAST,60,2657.25,2159.75,497.5,194,218.5,402,394.75,315,352.25,780.75,,,,,,
2020,LONGFORD,BALLINAMUCK WEST,69,1824,1678.75,145.25,135.5,151.25,288.25,191.5,136,180.5,741,,,,,,
2020,LONGFORD,BALLYMAHON,73,5259.5,3806.75,1452.75,406.75,367,926,886.5,741,899.5,1032.75,,,,,,
2020,LONGFORD,BALLYMUIGH,26,1531.5,1339.25,192.25,76.75,98,240.25,242.5,240.5,212,421.5,,,,,,
2020,LONGFORD,BREANRISK,80,2017.75,1995.5,22.25,164.25,173.5,349.75,255.75,175.5,188.5,710.5,,,,,,
2020,LONGFORD,BUNLAHY,26,1424.25,1315.25,109,70,79,240.75,351.25,234,177.25,272,,,,,,
2020,LONGFORD,CALDRAGH,54,3515.75,2973.75,542,341.75,345.25,593,344.75,214.75,284.5,1391.75,,,,,,
2020,LONGFORD,CASHEL EAST,50,2000.5,1938.25,62.25,147,172,335.75,272.25,284.75,246.5,542.25,,,,,,
2020,LONGFORD,CASHEL WEST,102,4758,4105.75,652.25,327.5,329.75,641,626.75,658.75,695.5,1478.75,,,,,,
2020,LONGFORD,CLOONDARA,44,2506.25,1428.5,1077.75,216.75,200,387.5,369.75,316,255,761.25,,,,,,
2020,LONGFORD,CLOONEE,54,2243.75,1740.5,503.25,160.25,171,349,381.75,279,214.5,688.25,,,,,,
2020,LONGFORD,COLUMBKILLE,80,4039.5,2537.5,1502,321.25,301.5,553,482,431,550.25,1400.5,,,,,,
2020,LONGFORD,COOLAMBER,31,1988.5,1486.75,501.75,127.5,137.75,275.75,294,340,292.25,521.25,,,,,,
2020,LONGFORD,CORBOY,34,1311.25,857.25,454,82.25,79.5,227.5,211.75,182.5,139,388.75,,,,,,
2020,LONGFORD,CREEVY,51,2007.75,1732,275.75,150.5,148.5,326.5,312.5,265,220.5,584.25,,,,,,
2020,LONGFORD,CROSAGSTOWN,22,1559,1188.5,370.5,125.5,114,224.75,178.25,200.5,364.5,351.5,,,,,,
2020,LONGFORD,CURRYGRANE,23,959.5,943.5,16,56.75,68.25,164.75,164.75,135.5,137.25,232.25,,,,,,
2020,LONGFORD,DALYSTOWN,29,1387.75,1355.5,32.25,99.5,112.75,234,200.25,146.25,164.75,430.25,,,,,,
2020,LONGFORD,DOORY,51,3244.25,2373.25,871,240.75,231.75,500.75,466.5,373.5,424,1007,,,,,,
2020,LONGFORD,DRUMGORT,67,2029.5,1611.25,418.25,160.25,179.25,359.5,290.25,205,181.5,653.75,,,,,,
2020,LONGFORD,DRUMLISH,83,2308.75,2236.5,72.25,212.75,230.5,406.75,246.75,151,189.75,871.25,,,,,,
2020,LONGFORD,DRUMMEEL,15,1281.25,983,298.25,96.5,92.5,197,183.75,161.75,141,408.75,,,,,,
2020,LONGFORD,FIRRY,19,1219,1119,100,75,92,235,259.25,177.75,121,259,,,,,,
2020,LONGFORD,FORGNEY,45,2431.25,1769.25,662,170,175.25,361.5,335.5,303.75,350.5,734.75,,,,,,
2020,LONGFORD,FOXHALL,27,923,921,2,67.75,67,141.25,137.75,120.5,118.75,270,,,,,,
2020,LONGFORD,GELSHAGH,55,2142.5,1461.5,681,209.25,213.75,395.5,264.25,205.75,214.25,639.75,,,,,,
2020,LONGFORD,GRANARD,68,3562,2837.25,724.75,230.75,251.25,531.75,469.75,457.5,616,1005,,,,,,
2020,LONGFORD,KILCOMMOCK,51,2523.25,2343.25,180,170.75,189,339,328.5,298.5,318.25,879.25,,,,,,
2020,LONGFORD,KILGLASS,75,5486,3966.5,1519.5,387.5,365.75,821.75,938.5,883.25,737.75,1351.5,,,,,,
2020,LONGFORD,KILLASHEE,34,2028,1551.75,476.25,170.75,155.75,304.25,230.5,214.75,209.75,742.25,,,,,,
2020,LONGFORD,KILLOE,49,1274,1129.5,144.5,79.5,95.25,200.25,153.5,163.75,176.5,405.25,,,,,,
2020,LONGFORD,KNOCKANBAUN,14,552.5,262.75,289.75,43.25,38,76.5,68,68.5,77.5,180.75,,,,,,
2020,LONGFORD,LEDWITHSTOWN,34,1580.5,1376,204.5,115.5,128.5,235.75,211.25,182.5,216,491,,,,,,
2020,LONGFORD,LISLEA,22,807.25,718.75,88.5,56.75,66.25,155.25,140.25,104.5,90,194.25,,,,,,
2020,LONGFORD,LONGFORD,55,3174.75,2711.75,463,218,213.75,476.75,519.25,455,397.5,894.5,,,,,,
2020,LONGFORD,LONGFORD DED < 5 HERDS,1,1,1,0,0,0,0,0,0,0,1,,,,,,
2020,LONGFORD,MEATHAS TRUIM,23,1118.25,1114.5,3.75,66.5,75.25,140,166.25,182,195.75,292.5,,,,,,
2020,LONGFORD,MILLTOWN,36,2292.5,2053.25,239.25,135,144.5,335,270.75,348.75,432,626.5,,,,,,
2020,LONGFORD,MOATFARRELL,21,660.5,621.75,38.75,25,35,91.75,94.5,137,137,140.25,,,,,,
2020,LONGFORD,MOUNTDAVIS,35,1284.5,1062.25,222.25,97.75,104.75,208,194.75,168,143.25,368,,,,,,
2020,LONGFORD,MOYDOW,59,3829.75,2891.25,938.5,303,286.25,570.5,533,410.25,451.5,1275.25,,,,,,
2020,LONGFORD,MOYNE,54,2157.25,1541,616.25,179,158.75,285.75,247.75,191.25,222.25,872.5,,,,,,
2020,LONGFORD,MULLANALAGHTA,56,2710,2479.5,230.5,190,214.25,455.5,485.5,375.5,281.5,707.75,,,,,,
2020,LONGFORD,NEWGROVE,12,298,296.5,1.5,10.75,13,53.75,73.75,46.75,44,56,,,,,,
2020,LONGFORD,NEWTOWN FORBES,43,1359.25,1352,7.25,111,124.75,217.5,161,129.5,169.75,445.75,,,,,,
2020,LONGFORD,RATHCLINE,87,3713.25,3466,247.25,238.5,273.75,583.25,560.25,522.25,446.75,1088.5,,,,,,
2020,LONGFORD,SONNAGH,52,1832.5,1704.5,128,162,181,366.5,251,166.5,178,527.5,,,,,,
2020,LOUTH,ARDEE,98,6950.75,4071,2879.75,509.75,488.25,1013,1012,925.25,972.5,2030,,,,,,
2020,LOUTH,BALLYMACSCANLAN,48,1743.75,1278.5,465.25,151.5,189.25,345,235.25,196.75,236.5,389.5,,,,,,
2020,LOUTH,BARRONSTOWN,51,4280,2917.75,1362.25,332.75,324,580.75,486.25,560.25,552.5,1443.5,,,,,,
2020,LOUTH,CARLINGFORD,49,400,367.25,32.75,33,46.75,77.75,60.5,34.75,31.75,115.5,,,,,,
2020,LOUTH,CASTLEBELLINGHAM,22,2224.5,1415.75,808.75,140.5,113.75,283.75,314,361.5,368.75,642.25,,,,,,
2020,LOUTH,CASTLERING,39,5030.5,1547.25,3483.25,354.5,235,493,509.25,601.5,859.75,1977.5,,,,,,
2020,LOUTH,CASTLETOWN,40,3386.5,1642,1744.5,233.75,215.25,431,406.25,433.25,520,1147,,,,,,
2020,LOUTH,CLOGHER,26,1594,926,668,111.75,113.75,198.25,165.25,168,215.5,621.5,,,,,,
2020,LOUTH,CLONKEEN,34,2223.5,1689.5,534,114,115.5,236.5,292.5,359.5,451.75,653.75,,,,,,
2020,LOUTH,COLLON,42,3638.25,1714,1924.25,284.5,218.25,479.5,484,420.25,480,1271.75,,,,,,
2020,LOUTH,CREGGAN UPPER,82,3784.5,2927.25,857.25,269,288.75,617.75,573,480.25,391.75,1164,,,,,,
2020,LOUTH,DARVER,23,951.5,776.75,174.75,40.5,41.5,80.25,152,211.5,200,225.75,,,,,,
2020,LOUTH,DROMIN,20,2071.5,1038.25,1033.25,167.25,155.25,305.25,266.25,259.25,254.5,663.75,,,,,,
2020,LOUTH,DROMISKIN,24,1086.75,839.5,247.25,94.5,83.25,171.75,162.25,120.25,105.25,349.5,,,,,,
2020,LOUTH,DRUMCAR,34,2589.75,1224.75,1365,157,141,327.5,434.75,387.5,320.5,821.5,,,,,,
2020,LOUTH,DRUMMULLAGH,49,499,490.25,8.75,40,40.5,75.25,68.75,67,55.75,151.75,,,,,,
2020,LOUTH,DUNDALK,11,1837.25,1706,131.25,75,79.75,194,130.5,443.25,664.75,250,,,,,,
2020,LOUTH,DUNDALK URBAN,11,493.25,421.25,72,40.75,38.75,74.25,80.5,67,70,122,,,,,,
2020,LOUTH,DUNLEER,43,3767.25,1962.25,1805,276.25,299.5,611.75,503.25,423,469.5,1184,,,,,,
2020,LOUTH,DYSART,21,1968.25,1164,804.25,129,120.25,299,304.5,333.25,308,474.25,,,,,,
2020,LOUTH,FOUGHART,53,3062.25,2759.75,302.5,197.5,209.25,410.25,374.5,374,535,961.75,,,,,,
2020,LOUTH,GREENORE,23,895.25,615.75,279.5,64.5,60,148.75,152.75,119.75,134.75,214.75,,,,,,
2020,LOUTH,HAGGARDSTOWN,24,1175,1128.5,46.5,89,94.25,174,159.75,155.25,153.5,349.25,,,,,,
2020,LOUTH,JENKINSTOWN,58,1631,1170.25,460.75,266.5,204.25,292.25,272.75,186.5,91.25,317.5,,,,,,
2020,LOUTH,KILLANNY,55,4067.75,1965.25,2102.5,301,276.25,588.25,524.5,566.5,628.75,1182.5,,,,,,
2020,LOUTH,LOUTH,37,2942.5,1239,1703.5,210.5,201,378,346.75,374.75,485,946.5,,,,,,
2020,LOUTH,LOUTH DED < 5 HERDS,1,1.25,1.25,0,0,0,0,0,0.5,0.75,0,,,,,,
2020,LOUTH,MANSFIELDSTOWN,8,463.25,418.75,44.5,14.75,21,83.75,112.25,111.25,64,56.25,,,,,,
2020,LOUTH,MONASTERBOICE,39,3692.25,1550.5,2141.75,296.25,240.25,512.5,427.75,399.5,494.75,1321.25,,,,,,
2020,LOUTH,MULLARY,30,3492.75,1684.25,1808.5,277.75,223.5,435,424,357,480.75,1294.75,,,,,,
2020,LOUTH,RATHCOR,71,1766.25,1214.75,551.5,141.25,143.5,296,276,219,191,499.5,,,,,,
2020,LOUTH,RAVENSDALE,39,736.75,706.25,30.5,35.5,44.75,110.5,163.25,185,104,93.75,,,,,,
2020,LOUTH,ST. PETER'S,23,1319.25,1001.75,317.5,87.75,89.75,153,180.75,196.5,263.75,347.75,,,,,,
2020,LOUTH,ST. PETERS EAST,12,4582,496.75,4085.25,387,345.25,687.25,650,519.75,561.75,1431,,,,,,
2020,LOUTH,STABANNAN,15,5308.75,5154.5,154.25,24.25,30,143.75,482.75,2496,2049.75,82.25,,,,,,
2020,LOUTH,TALLANSTOWN,37,1692.75,1519.5,173.25,62,92.75,337.25,321.25,323,310.25,246.25,,,,,,
2020,LOUTH,TERMONFECKIN,32,3340.25,772,2568.25,294.5,190.5,357.5,344.25,299.75,461.5,1392.25,,,,,,
2020,MAYO,ACHILL,72,169.5,169.5,0,16.75,16.25,25,12.25,9,9.5,80.75,,,,,,
2020,MAYO,ADDERGOOLE,101,2511.25,2344,167.25,225,233.25,377.5,304.25,228.5,261,881.75,,,,,,
2020,MAYO,AGHAGOWER NORTH,76,1301.25,1246.75,54.5,104,108.5,222,181.5,118.75,125.25,441.25,,,,,,
2020,MAYO,AGHAGOWER SOUTH,31,518.25,425.5,92.75,48.5,41.25,65,42.25,39.5,59,222.75,,,,,,
2020,MAYO,AGHAMORE,79,2303.75,1911.5,392.25,182,179.75,347.5,304.75,254.25,285.5,750,,,,,,
2020,MAYO,AILLEMORE,88,751.5,711,40.5,71.25,74.75,123.5,86.5,50.5,60.25,284.75,,,,,,
2020,MAYO,AN GEATA MOR THEAS,157,2861.25,2845,16.25,308,300.5,314.75,180.75,161.5,267.75,1328,,,,,,
2020,MAYO,AN GEATA MOR THUAIDH,138,2028.75,1926.75,102,202,195,240.5,177.75,137.75,210,865.75,,,,,,
2020,MAYO,ARDAGH,48,1828.75,1622,206.75,148.25,158.25,284.75,233.5,205.75,244,554.25,,,,,,
2020,MAYO,ARDNAREE NORTH,60,1938,1712.25,225.75,149.5,153,297.25,269.5,213.75,265,590,,,,,,
2020,MAYO,ARDNAREE SOUTH,66,1865.25,1562.25,303,151.25,159,262.25,174.5,145.75,238.5,734,,,,,,
2020,MAYO,ATTYMASS EAST,58,1076,1013.25,62.75,106,111.5,171.25,123.5,76.25,95.5,392,,,,,,
