STATISTIC,STATISTIC Label,TLIST(M1),Month,C02064V02491,Type of Milk,UNIT,VALUE
AKM02,Milk Sales (Dairy) for Human Consumption,198404,1984 April,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198405,1984 May,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,198405,1984 May,12,Whole Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,198405,1984 May,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198405,1984 May,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198405,1984 May,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198406,1984 June,1,All Milk,Million Litres,42.6
AKM02,Milk Sales (Dairy) for Human Consumption,198406,1984 June,12,Whole Milk,Million Litres,42.6
AKM02,Milk Sales (Dairy) for Human Consumption,198406,1984 June,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198406,1984 June,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198406,1984 June,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198407,1984 July,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,198407,1984 July,12,Whole Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,198407,1984 July,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198407,1984 July,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198407,1984 July,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198408,1984 August,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,198408,1984 August,12,Whole Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,198408,1984 August,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198408,1984 August,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198408,1984 August,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198409,1984 September,1,All Milk,Million Litres,42.3
AKM02,Milk Sales (Dairy) for Human Consumption,198409,1984 September,12,Whole Milk,Million Litres,42.3
AKM02,Milk Sales (Dairy) for Human Consumption,198409,1984 September,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198409,1984 September,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198409,1984 September,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198410,1984 October,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,198410,1984 October,12,Whole Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,198410,1984 October,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198410,1984 October,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198410,1984 October,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198411,1984 November,1,All Milk,Million Litres,42.4
AKM02,Milk Sales (Dairy) for Human Consumption,198411,1984 November,12,Whole Milk,Million Litres,42.4
AKM02,Milk Sales (Dairy) for Human Consumption,198411,1984 November,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198411,1984 November,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198411,1984 November,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198412,1984 December,1,All Milk,Million Litres,41.9
AKM02,Milk Sales (Dairy) for Human Consumption,198412,1984 December,12,Whole Milk,Million Litres,41.9
AKM02,Milk Sales (Dairy) for Human Consumption,198412,1984 December,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198412,1984 December,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198412,1984 December,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198501,1985 January,1,All Milk,Million Litres,43.2
AKM02,Milk Sales (Dairy) for Human Consumption,198501,1985 January,12,Whole Milk,Million Litres,42
AKM02,Milk Sales (Dairy) for Human Consumption,198501,1985 January,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198501,1985 January,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198501,1985 January,15,Semi-skimmed milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,198502,1985 February,1,All Milk,Million Litres,40.2
AKM02,Milk Sales (Dairy) for Human Consumption,198502,1985 February,12,Whole Milk,Million Litres,39.2
AKM02,Milk Sales (Dairy) for Human Consumption,198502,1985 February,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198502,1985 February,14,Skimmed Milk,Million Litres,0.4
AKM02,Milk Sales (Dairy) for Human Consumption,198502,1985 February,15,Semi-skimmed milk,Million Litres,0.7
AKM02,Milk Sales (Dairy) for Human Consumption,198503,1985 March,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,198503,1985 March,12,Whole Milk,Million Litres,42.4
AKM02,Milk Sales (Dairy) for Human Consumption,198503,1985 March,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198503,1985 March,14,Skimmed Milk,Million Litres,0.4
AKM02,Milk Sales (Dairy) for Human Consumption,198503,1985 March,15,Semi-skimmed milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,198504,1985 April,1,All Milk,Million Litres,42
AKM02,Milk Sales (Dairy) for Human Consumption,198504,1985 April,12,Whole Milk,Million Litres,40.7
AKM02,Milk Sales (Dairy) for Human Consumption,198504,1985 April,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198504,1985 April,14,Skimmed Milk,Million Litres,0.4
AKM02,Milk Sales (Dairy) for Human Consumption,198504,1985 April,15,Semi-skimmed milk,Million Litres,0.8
AKM02,Milk Sales (Dairy) for Human Consumption,198505,1985 May,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,198505,1985 May,12,Whole Milk,Million Litres,42.4
AKM02,Milk Sales (Dairy) for Human Consumption,198505,1985 May,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198505,1985 May,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198505,1985 May,15,Semi-skimmed milk,Million Litres,0.9
AKM02,Milk Sales (Dairy) for Human Consumption,198506,1985 June,1,All Milk,Million Litres,42.1
AKM02,Milk Sales (Dairy) for Human Consumption,198506,1985 June,12,Whole Milk,Million Litres,40.7
AKM02,Milk Sales (Dairy) for Human Consumption,198506,1985 June,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198506,1985 June,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198506,1985 June,15,Semi-skimmed milk,Million Litres,0.9
AKM02,Milk Sales (Dairy) for Human Consumption,198507,1985 July,1,All Milk,Million Litres,43.7
AKM02,Milk Sales (Dairy) for Human Consumption,198507,1985 July,12,Whole Milk,Million Litres,42.2
AKM02,Milk Sales (Dairy) for Human Consumption,198507,1985 July,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198507,1985 July,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,198507,1985 July,15,Semi-skimmed milk,Million Litres,0.9
AKM02,Milk Sales (Dairy) for Human Consumption,198508,1985 August,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,198508,1985 August,12,Whole Milk,Million Litres,41.8
AKM02,Milk Sales (Dairy) for Human Consumption,198508,1985 August,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198508,1985 August,14,Skimmed Milk,Million Litres,0.6
AKM02,Milk Sales (Dairy) for Human Consumption,198508,1985 August,15,Semi-skimmed milk,Million Litres,0.9
AKM02,Milk Sales (Dairy) for Human Consumption,198509,1985 September,1,All Milk,Million Litres,41.2
AKM02,Milk Sales (Dairy) for Human Consumption,198509,1985 September,12,Whole Milk,Million Litres,39.7
AKM02,Milk Sales (Dairy) for Human Consumption,198509,1985 September,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198509,1985 September,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198509,1985 September,15,Semi-skimmed milk,Million Litres,1
AKM02,Milk Sales (Dairy) for Human Consumption,198510,1985 October,1,All Milk,Million Litres,44.1
AKM02,Milk Sales (Dairy) for Human Consumption,198510,1985 October,12,Whole Milk,Million Litres,42.4
AKM02,Milk Sales (Dairy) for Human Consumption,198510,1985 October,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198510,1985 October,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198510,1985 October,15,Semi-skimmed milk,Million Litres,1.2
AKM02,Milk Sales (Dairy) for Human Consumption,198511,1985 November,1,All Milk,Million Litres,42.5
AKM02,Milk Sales (Dairy) for Human Consumption,198511,1985 November,12,Whole Milk,Million Litres,40.8
AKM02,Milk Sales (Dairy) for Human Consumption,198511,1985 November,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198511,1985 November,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198511,1985 November,15,Semi-skimmed milk,Million Litres,1.2
AKM02,Milk Sales (Dairy) for Human Consumption,198512,1985 December,1,All Milk,Million Litres,42.6
AKM02,Milk Sales (Dairy) for Human Consumption,198512,1985 December,12,Whole Milk,Million Litres,41.2
AKM02,Milk Sales (Dairy) for Human Consumption,198512,1985 December,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198512,1985 December,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198512,1985 December,15,Semi-skimmed milk,Million Litres,0.9
AKM02,Milk Sales (Dairy) for Human Consumption,198601,1986 January,1,All Milk,Million Litres,43.2
AKM02,Milk Sales (Dairy) for Human Consumption,198601,1986 January,12,Whole Milk,Million Litres,41.6
AKM02,Milk Sales (Dairy) for Human Consumption,198601,1986 January,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198601,1986 January,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198601,1986 January,15,Semi-skimmed milk,Million Litres,1
AKM02,Milk Sales (Dairy) for Human Consumption,198602,1986 February,1,All Milk,Million Litres,40
AKM02,Milk Sales (Dairy) for Human Consumption,198602,1986 February,12,Whole Milk,Million Litres,38.5
AKM02,Milk Sales (Dairy) for Human Consumption,198602,1986 February,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198602,1986 February,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198602,1986 February,15,Semi-skimmed milk,Million Litres,1
AKM02,Milk Sales (Dairy) for Human Consumption,198603,1986 March,1,All Milk,Million Litres,42.8
AKM02,Milk Sales (Dairy) for Human Consumption,198603,1986 March,12,Whole Milk,Million Litres,41.1
AKM02,Milk Sales (Dairy) for Human Consumption,198603,1986 March,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198603,1986 March,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198603,1986 March,15,Semi-skimmed milk,Million Litres,1.2
AKM02,Milk Sales (Dairy) for Human Consumption,198604,1986 April,1,All Milk,Million Litres,42.1
AKM02,Milk Sales (Dairy) for Human Consumption,198604,1986 April,12,Whole Milk,Million Litres,40.4
AKM02,Milk Sales (Dairy) for Human Consumption,198604,1986 April,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198604,1986 April,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198604,1986 April,15,Semi-skimmed milk,Million Litres,1.2
AKM02,Milk Sales (Dairy) for Human Consumption,198605,1986 May,1,All Milk,Million Litres,42.9
AKM02,Milk Sales (Dairy) for Human Consumption,198605,1986 May,12,Whole Milk,Million Litres,41
AKM02,Milk Sales (Dairy) for Human Consumption,198605,1986 May,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198605,1986 May,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198605,1986 May,15,Semi-skimmed milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,198606,1986 June,1,All Milk,Million Litres,40.5
AKM02,Milk Sales (Dairy) for Human Consumption,198606,1986 June,12,Whole Milk,Million Litres,38.8
AKM02,Milk Sales (Dairy) for Human Consumption,198606,1986 June,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198606,1986 June,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198606,1986 June,15,Semi-skimmed milk,Million Litres,1.3
AKM02,Milk Sales (Dairy) for Human Consumption,198607,1986 July,1,All Milk,Million Litres,42.1
AKM02,Milk Sales (Dairy) for Human Consumption,198607,1986 July,12,Whole Milk,Million Litres,40.4
AKM02,Milk Sales (Dairy) for Human Consumption,198607,1986 July,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198607,1986 July,14,Skimmed Milk,Million Litres,0.3
AKM02,Milk Sales (Dairy) for Human Consumption,198607,1986 July,15,Semi-skimmed milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,198608,1986 August,1,All Milk,Million Litres,41.4
AKM02,Milk Sales (Dairy) for Human Consumption,198608,1986 August,12,Whole Milk,Million Litres,39.6
AKM02,Milk Sales (Dairy) for Human Consumption,198608,1986 August,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198608,1986 August,14,Skimmed Milk,Million Litres,0.4
AKM02,Milk Sales (Dairy) for Human Consumption,198608,1986 August,15,Semi-skimmed milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,198609,1986 September,1,All Milk,Million Litres,41.5
AKM02,Milk Sales (Dairy) for Human Consumption,198609,1986 September,12,Whole Milk,Million Litres,39.4
AKM02,Milk Sales (Dairy) for Human Consumption,198609,1986 September,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198609,1986 September,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198609,1986 September,15,Semi-skimmed milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,198610,1986 October,1,All Milk,Million Litres,43
AKM02,Milk Sales (Dairy) for Human Consumption,198610,1986 October,12,Whole Milk,Million Litres,40.8
AKM02,Milk Sales (Dairy) for Human Consumption,198610,1986 October,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198610,1986 October,14,Skimmed Milk,Million Litres,0.5
AKM02,Milk Sales (Dairy) for Human Consumption,198610,1986 October,15,Semi-skimmed milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,198611,1986 November,1,All Milk,Million Litres,40.7
AKM02,Milk Sales (Dairy) for Human Consumption,198611,1986 November,12,Whole Milk,Million Litres,38.6
AKM02,Milk Sales (Dairy) for Human Consumption,198611,1986 November,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198611,1986 November,14,Skimmed Milk,Million Litres,0.3
AKM02,Milk Sales (Dairy) for Human Consumption,198611,1986 November,15,Semi-skimmed milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,198612,1986 December,1,All Milk,Million Litres,41
AKM02,Milk Sales (Dairy) for Human Consumption,198612,1986 December,12,Whole Milk,Million Litres,38.9
AKM02,Milk Sales (Dairy) for Human Consumption,198612,1986 December,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198612,1986 December,14,Skimmed Milk,Million Litres,0.4
AKM02,Milk Sales (Dairy) for Human Consumption,198612,1986 December,15,Semi-skimmed milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,198701,1987 January,1,All Milk,Million Litres,42.7
AKM02,Milk Sales (Dairy) for Human Consumption,198701,1987 January,12,Whole Milk,Million Litres,40.6
AKM02,Milk Sales (Dairy) for Human Consumption,198701,1987 January,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198701,1987 January,14,Skimmed Milk,Million Litres,0.3
AKM02,Milk Sales (Dairy) for Human Consumption,198701,1987 January,15,Semi-skimmed milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,198702,1987 February,1,All Milk,Million Litres,39.2
AKM02,Milk Sales (Dairy) for Human Consumption,198702,1987 February,12,Whole Milk,Million Litres,37.2
AKM02,Milk Sales (Dairy) for Human Consumption,198702,1987 February,13,Skimmed and Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,198702,1987 February,14,Skimmed Milk,Million Litres,0.4
AKM02,Milk Sales (Dairy) for Human Consumption,198702,1987 February,15,Semi-skimmed milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,198703,1987 March,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,198703,1987 March,12,Whole Milk,Million Litres,41.1
